"Line","Champion","VsChampion","VsWinRate","VsTotalPlayed"
"top","garen","sett","0.4965",5174
"top","garen","sylas","0.5339",4156
"top","garen","aatrox","0.5039",4009
"top","garen","renekton","0.5416",3015
"top","garen","shen","0.5078",2867
"top","garen","darius","0.4818",2615
"top","garen","irelia","0.5519",2602
"top","garen","mordekaiser","0.4824",2496
"top","garen","akali","0.4907",2311
"top","garen","jax","0.5695",2035
"top","garen","gwen","0.5427",2003
"top","garen","leesin","0.5271",1954
"top","garen","malphite","0.5173",1912
"top","garen","ornn","0.4976",1682
"top","garen","vayne","0.4819",1633
"top","garen","riven","0.5199",1608
"top","garen","fiora","0.5207",1598
"top","garen","gnar","0.4649",1525
"top","garen","volibear","0.5038",1314
"top","garen","nasus","0.5229",1268
"top","garen","teemo","0.4881",1223
"top","garen","jayce","0.5375",1213
"top","garen","kayle","0.4784",1135
"top","garen","camille","0.4704",1065
"top","garen","vladimir","0.5010",994
"top","garen","rumble","0.5026",977
"top","garen","wukong","0.5049",925
"top","garen","urgot","0.5110",771
"top","garen","sion","0.5137",765
"top","garen","gangplank","0.5434",760
"top","garen","kennen","0.5219",730
"top","garen","kled","0.4806",720
"top","garen","tryndamere","0.4726",694
"top","garen","poppy","0.5142",671
"top","garen","quinn","0.4590",647
"top","garen","cho'gath","0.4745",607
"top","garen","illaoi","0.5190",580
"top","garen","lucian","0.5434",576
"top","garen","rengar","0.5242",557
"top","garen","yasuo","0.5456",515
"top","garen","viego","0.5234",512
"top","garen","warwick","0.5321",468
"top","garen","maokai","0.4920",435
"top","garen","ryze","0.5864",411
"top","garen","zac","0.4541",403
"top","garen","dr.mundo","0.5748",381
"top","garen","singed","0.4857",315
"top","garen","yone","0.5127",314
"top","garen","trundle","0.4824",313
"top","garen","yorick","0.5114",307
"top","garen","kalista","0.4837",306
"top","garen","heimerdinger","0.5258",291
"top","garen","nocturne","0.5345",290
"top","garen","pantheon","0.4762",273
"mid","garen","zed","0.5269",1911
"mid","garen","yasuo","0.5028",1233
"mid","garen","katarina","0.5379",937
"mid","garen","talon","0.5023",852
"mid","garen","sylas","0.5316",822
"mid","garen","yone","0.5082",608
"mid","garen","akali","0.4875",562
"mid","garen","qiyana","0.5466",494
"mid","garen","irelia","0.5878",410
"mid","garen","leblanc","0.4914",409
"mid","garen","fizz","0.5813",406
"mid","garen","pantheon","0.4685",365
"mid","garen","viego","0.4890",362
"mid","garen","lucian","0.4939",326
"mid","garen","galio","0.5884",311
"mid","garen","xerath","0.4781",274
"mid","garen","twistedfate","0.4727",256
"mid","garen","vladimir","0.5182",247
"mid","garen","viktor","0.5232",237
"mid","garen","ahri","0.4925",199
"mid","garen","sett","0.5053",188
"mid","garen","renekton","0.4971",173
"mid","garen","diana","0.4878",164
"mid","garen","malphite","0.4745",137
"mid","garen","ekko","0.5672",134
"mid","garen","zoe","0.4924",132
"mid","garen","orianna","0.4758",124
"mid","garen","anivia","0.5122",123
"mid","garen","rumble","0.5207",121
"mid","garen","lux","0.5546",119
"mid","garen","nocturne","0.4870",115
"mid","garen","kassadin","0.5088",114
"mid","garen","ryze","0.4912",114
"mid","garen","malzahar","0.5104",96
"mid","garen","mordekaiser","0.4444",90
"mid","garen","tristana","0.4824",85
"mid","garen","gwen","0.4375",80
"mid","garen","syndra","0.5625",80
"mid","garen","jayce","0.6026",78
"mid","garen","cassiopeia","0.4359",78
"mid","garen","riven","0.4675",77
"mid","garen","corki","0.6667",66
"mid","garen","annie","0.4746",59
"mid","garen","neeko","0.3621",58
"mid","garen","camille","0.4340",53
"mid","galio","sylas","0.5253",4047
"mid","galio","akali","0.5520",3670
"mid","galio","katarina","0.5400",3476
"mid","galio","zed","0.4848",2772
"mid","galio","leblanc","0.5147",2753
"mid","galio","yasuo","0.5075",2593
"mid","galio","yone","0.4893",2097
"mid","galio","talon","0.4687",1995
"mid","galio","twistedfate","0.5139",1757
"mid","galio","lucian","0.5293",1551
"mid","galio","xerath","0.4929",1400
"mid","galio","viego","0.4588",1371
"mid","galio","ahri","0.5174",1293
"mid","galio","pantheon","0.4883",1239
"mid","galio","qiyana","0.5249",1166
"mid","galio","viktor","0.5022",1145
"mid","galio","fizz","0.5101",1090
"mid","galio","irelia","0.5525",1066
"mid","galio","vladimir","0.5028",1062
"mid","galio","zoe","0.5773",821
"mid","galio","anivia","0.5245",755
"mid","galio","orianna","0.5260",751
"mid","galio","diana","0.5166",722
"mid","galio","ekko","0.5284",668
"mid","galio","lux","0.5158",632
"mid","galio","kassadin","0.4775",555
"mid","galio","rumble","0.5028",539
"mid","galio","sett","0.4324",525
"mid","galio","nocturne","0.4501",451
"mid","galio","ryze","0.5236",445
"mid","galio","syndra","0.5339",442
"mid","galio","malzahar","0.4796",442
"mid","galio","renekton","0.5140",393
"mid","galio","annie","0.5234",363
"mid","galio","cassiopeia","0.5437",355
"mid","galio","malphite","0.5484",341
"mid","galio","corki","0.4793",338
"mid","galio","lissandra","0.5201",323
"mid","galio","garen","0.4116",311
"mid","galio","gwen","0.4949",297
"mid","galio","neeko","0.5324",293
"mid","galio","jayce","0.5552",290
"mid","galio","veigar","0.5052",289
"mid","galio","tristana","0.4752",282
"mid","galio","azir","0.5455",198
"mid","galio","mordekaiser","0.5479",188
"mid","galio","nunu&willump","0.5759",158
"mid","galio","riven","0.4636",151
"mid","galio","kled","0.5137",146
"mid","galio","cho'gath","0.5775",142
"mid","galio","aurelionsol","0.4526",137
"mid","galio","wukong","0.4104",134
"mid","galio","zac","0.4275",131
"mid","galio","camille","0.4959",121
"mid","galio","sion","0.5500",100
"support","galio","thresh","0.4886",5004
"support","galio","leona","0.4805",4129
"support","galio","senna","0.4270",3543
"support","galio","alistar","0.4873",3349
"support","galio","lulu","0.4705",3216
"support","galio","xerath","0.4733",2660
"support","galio","nautilus","0.4853",2658
"support","galio","blitzcrank","0.4955",2569
"support","galio","lux","0.4719",2047
"support","galio","yuumi","0.5078",1790
"support","galio","pyke","0.4870",1727
"support","galio","morgana","0.4655",1506
"support","galio","maokai","0.4562",1142
"support","galio","sett","0.5042",1067
"support","galio","pantheon","0.5128",1057
"support","galio","karma","0.5201",994
"support","galio","swain","0.4691",793
"support","galio","rell","0.4897",729
"support","galio","zyra","0.4901",704
"support","galio","brand","0.4878",699
"support","galio","zilean","0.4755",654
"support","galio","shaco","0.4391",649
"support","galio","soraka","0.5008",625
"support","galio","rakan","0.5473",603
"support","galio","seraphine","0.5068",515
"support","galio","janna","0.5222",473
"support","galio","bard","0.4500",440
"support","galio","vel'koz","0.4699",415
"support","galio","nami","0.5052",382
"support","galio","braum","0.5135",333
"support","galio","shen","0.4353",317
"support","galio","gragas","0.4840",250
"support","galio","neeko","0.5082",244
"support","galio","poppy","0.4545",231
"support","galio","sona","0.4545",220
"support","galio","zac","0.4815",216
"support","galio","veigar","0.4646",198
"support","galio","taric","0.4810",158
"support","galio","anivia","0.5097",155
"top","gangplank","sett","0.4611",2275
"top","gangplank","aatrox","0.4608",1964
"top","gangplank","sylas","0.4605",1939
"top","gangplank","shen","0.4582",1604
"top","gangplank","renekton","0.5122",1396
"top","gangplank","akali","0.5041",1226
"top","gangplank","irelia","0.4790",1190
"top","gangplank","mordekaiser","0.4966",1021
"top","gangplank","gnar","0.4694",963
"top","gangplank","jayce","0.4466",945
"top","gangplank","darius","0.4559",930
"top","gangplank","leesin","0.4483",919
"top","gangplank","malphite","0.4795",876
"top","gangplank","gwen","0.4710",828
"top","gangplank","ornn","0.4442",788
"top","gangplank","fiora","0.4994",773
"top","gangplank","jax","0.4849",761
"top","gangplank","garen","0.4566",760
"top","gangplank","vladimir","0.4856",626
"top","gangplank","riven","0.4368",625
"top","gangplank","lucian","0.4681",611
"top","gangplank","nasus","0.4337",581
"top","gangplank","kayle","0.4236",550
"top","gangplank","volibear","0.4692",535
"top","gangplank","rumble","0.4961",508
"top","gangplank","kennen","0.4658",453
"top","gangplank","teemo","0.4730",444
"top","gangplank","camille","0.4897",435
"top","gangplank","wukong","0.4688",433
"top","gangplank","poppy","0.4777",404
"top","gangplank","urgot","0.4887",399
"top","gangplank","sion","0.4721",377
"top","gangplank","kled","0.4217",351
"top","gangplank","vayne","0.4842",349
"top","gangplank","tryndamere","0.4379",306
"top","gangplank","rengar","0.4368",277
"top","gangplank","viego","0.4789",261
"top","gangplank","ryze","0.5020",251
"top","gangplank","illaoi","0.4149",241
"top","gangplank","maokai","0.4578",225
"top","gangplank","warwick","0.4220",218
"top","gangplank","yasuo","0.5069",217
"top","gangplank","cho'gath","0.4897",194
"top","gangplank","quinn","0.4947",190
"top","gangplank","dr.mundo","0.4565",184
"top","gangplank","yone","0.4270",178
"top","gangplank","yorick","0.4602",176
"top","gangplank","heimerdinger","0.4655",174
"top","gangplank","nocturne","0.4756",164
"top","gangplank","kalista","0.5153",163
"top","gangplank","zac","0.4753",162
"top","gangplank","singed","0.4359",156
"top","gangplank","trundle","0.4672",122
"top","gangplank","pantheon","0.5253",99
"jungle","gragas","leesin","0.5073",4114
"jungle","gragas","rumble","0.5115",1085
"jungle","gragas","kindred","0.4995",1007
"jungle","gragas","diana","0.5101",845
"jungle","gragas","elise","0.4718",816
"jungle","gragas","nidalee","0.5379",779
"jungle","gragas","morgana","0.4576",767
"jungle","gragas","viego","0.5034",727
"jungle","gragas","shaco","0.4781",709
"jungle","gragas","kayn","0.4696",690
"jungle","gragas","xinzhao","0.5064",624
"jungle","gragas","graves","0.6046",521
"jungle","gragas","masteryi","0.5250",501
"jungle","gragas","ekko","0.5000",488
"jungle","gragas","nocturne","0.4671",486
"jungle","gragas","kha'zix","0.5258",466
"jungle","gragas","zac","0.4587",412
"jungle","gragas","nunu&willump","0.4661",354
"jungle","gragas","evelynn","0.5200",325
"jungle","gragas","poppy","0.4286",280
"jungle","gragas","rek'sai","0.4585",253
"jungle","gragas","fiddlesticks","0.4111",253
"jungle","gragas","warwick","0.4603",252
"jungle","gragas","rammus","0.5439",228
"jungle","gragas","jarvaniv","0.4469",226
"jungle","gragas","hecarim","0.5094",212
"jungle","gragas","volibear","0.5052",194
"jungle","gragas","vi","0.4843",159
"jungle","gragas","karthus","0.5096",157
"jungle","gragas","udyr","0.5000",156
"jungle","gragas","sejuani","0.4636",151
"jungle","gragas","olaf","0.4863",146
"jungle","gragas","taliyah","0.4593",135
"jungle","gragas","lillia","0.6288",132
"jungle","gragas","amumu","0.4609",128
"jungle","gragas","gwen","0.5882",102
"jungle","gragas","shyvana","0.5000",96
"jungle","gragas","trundle","0.4565",92
"jungle","gragas","rengar","0.5529",85
"jungle","gragas","jax","0.4810",79
"support","gragas","thresh","0.4837",1106
"support","gragas","alistar","0.4896",1058
"support","gragas","leona","0.5033",1057
"support","gragas","senna","0.4618",706
"support","gragas","lulu","0.5015",676
"support","gragas","nautilus","0.4958",591
"support","gragas","blitzcrank","0.4930",499
"support","gragas","xerath","0.5000",474
"support","gragas","yuumi","0.5383",405
"support","gragas","pyke","0.4726",383
"support","gragas","lux","0.4895",380
"support","gragas","rell","0.5111",315
"support","gragas","maokai","0.4496",278
"support","gragas","morgana","0.4380",274
"support","gragas","pantheon","0.5434",265
"support","gragas","galio","0.5160",250
"support","gragas","karma","0.4644",239
"support","gragas","sett","0.5066",229
"support","gragas","swain","0.4417",163
"support","gragas","rakan","0.4737",152
"support","gragas","soraka","0.5036",137
"support","gragas","shaco","0.4179",134
"support","gragas","brand","0.5000",130
"support","gragas","zyra","0.4309",123
"support","gragas","zilean","0.5043",117
"support","gragas","seraphine","0.4595",111
"support","gragas","janna","0.4486",107
"support","gragas","bard","0.4845",97
"support","gragas","nami","0.4471",85
"support","gragas","vel'koz","0.4756",82
"support","gragas","shen","0.5294",68
"support","gragas","zac","0.4754",61
"support","gragas","braum","0.3729",59
"support","gragas","neeko","0.5200",50
"jungle","graves","leesin","0.4435",14912
"jungle","graves","kindred","0.4652",4566
"jungle","graves","rumble","0.4784",4314
"jungle","graves","morgana","0.4422",3856
"jungle","graves","elise","0.4335",3806
"jungle","graves","diana","0.4474",3686
"jungle","graves","nidalee","0.4721",3544
"jungle","graves","viego","0.4670",3520
"jungle","graves","shaco","0.4532",3239
"jungle","graves","kayn","0.4674",3237
"jungle","graves","xinzhao","0.4394",2656
"jungle","graves","nocturne","0.4618",2304
"jungle","graves","masteryi","0.4639",2147
"jungle","graves","ekko","0.4594",1944
"jungle","graves","kha'zix","0.4639",1826
"jungle","graves","zac","0.4656",1512
"jungle","graves","nunu&willump","0.4460",1491
"jungle","graves","evelynn","0.4541",1350
"jungle","graves","poppy","0.4272",1154
"jungle","graves","warwick","0.4268",1127
"jungle","graves","rek'sai","0.4329",984
"jungle","graves","fiddlesticks","0.4498",927
"jungle","graves","jarvaniv","0.4373",901
"jungle","graves","rammus","0.4396",844
"jungle","graves","volibear","0.4969",815
"jungle","graves","udyr","0.4531",799
"jungle","graves","hecarim","0.5221",791
"jungle","graves","vi","0.4623",690
"jungle","graves","sejuani","0.4441",635
"jungle","graves","amumu","0.4483",629
"jungle","graves","lillia","0.5000",620
"jungle","graves","karthus","0.4444",585
"jungle","graves","taliyah","0.4263",577
"jungle","graves","olaf","0.4500",560
"jungle","graves","gragas","0.3954",521
"jungle","graves","gwen","0.4908",434
"jungle","graves","shyvana","0.4535",430
"jungle","graves","trundle","0.4836",428
"jungle","graves","jax","0.4356",404
"jungle","graves","rengar","0.4680",359
"jungle","graves","ivern","0.4180",244
"jungle","graves","wukong","0.4875",240
"top","gwen","sett","0.4654",5582
"top","gwen","aatrox","0.5141",4186
"top","gwen","sylas","0.5112",4147
"top","gwen","renekton","0.5127",3179
"top","gwen","shen","0.4957",2804
"top","gwen","irelia","0.5136",2718
"top","gwen","akali","0.4764",2519
"top","gwen","darius","0.5215",2167
"top","gwen","jax","0.4381",2139
"top","gwen","fiora","0.4680",2064
"top","gwen","garen","0.4573",2003
"top","gwen","leesin","0.4967",1969
"top","gwen","malphite","0.4770",1891
"top","gwen","mordekaiser","0.5090",1841
"top","gwen","ornn","0.4684",1723
"top","gwen","riven","0.4396",1713
"top","gwen","jayce","0.4741",1658
"top","gwen","gnar","0.4811",1401
"top","gwen","volibear","0.4753",1376
"top","gwen","vladimir","0.5035",1128
"top","gwen","rumble","0.5032",1095
"top","gwen","kayle","0.4856",1044
"top","gwen","camille","0.4658",1039
"top","gwen","nasus","0.5102",1031
"top","gwen","teemo","0.4825",1001
"top","gwen","wukong","0.4750",920
"top","gwen","tryndamere","0.4751",905
"top","gwen","sion","0.4839",868
"top","gwen","kennen","0.4586",857
"top","gwen","gangplank","0.5290",828
"top","gwen","vayne","0.4963",808
"top","gwen","kled","0.5118",805
"top","gwen","urgot","0.4608",790
"top","gwen","poppy","0.4692",746
"top","gwen","viego","0.4544",603
"top","gwen","lucian","0.5489",583
"top","gwen","warwick","0.4742",561
"top","gwen","maokai","0.5274",548
"top","gwen","rengar","0.5248",524
"top","gwen","zac","0.4580",524
"top","gwen","yasuo","0.5096",520
"top","gwen","illaoi","0.5385",494
"top","gwen","pantheon","0.4551",457
"top","gwen","cho'gath","0.5360",444
"top","gwen","ryze","0.5445",382
"top","gwen","nocturne","0.4589",377
"top","gwen","yone","0.4768",367
"top","gwen","singed","0.4905",367
"top","gwen","dr.mundo","0.5055",366
"top","gwen","quinn","0.4783",345
"top","gwen","yorick","0.5433",335
"top","gwen","heimerdinger","0.4448",326
"top","gwen","trundle","0.4985",323
"top","gwen","kalista","0.5392",306
"jungle","gwen","leesin","0.4993",2249
"jungle","gwen","rumble","0.5006",849
"jungle","gwen","diana","0.4925",796
"jungle","gwen","viego","0.4712",781
"jungle","gwen","morgana","0.4347",750
"jungle","gwen","kindred","0.4793",747
"jungle","gwen","elise","0.4647",736
"jungle","gwen","shaco","0.5000",622
"jungle","gwen","nidalee","0.4733",619
"jungle","gwen","kayn","0.4638",608
"jungle","gwen","xinzhao","0.4388",490
"jungle","gwen","nocturne","0.4711",450
"jungle","gwen","masteryi","0.4829",439
"jungle","gwen","graves","0.5092",434
"jungle","gwen","ekko","0.4672",381
"jungle","gwen","zac","0.4846",357
"jungle","gwen","kha'zix","0.4958",353
"jungle","gwen","nunu&willump","0.4396",298
"jungle","gwen","warwick","0.4603",252
"jungle","gwen","evelynn","0.4779",249
"jungle","gwen","poppy","0.4802",227
"jungle","gwen","rammus","0.4865",222
"jungle","gwen","rek'sai","0.5138",218
"jungle","gwen","fiddlesticks","0.4813",214
"jungle","gwen","jarvaniv","0.5663",196
"jungle","gwen","udyr","0.5256",156
"jungle","gwen","hecarim","0.5325",154
"jungle","gwen","volibear","0.4789",142
"jungle","gwen","sejuani","0.5396",139
"jungle","gwen","vi","0.4122",131
"jungle","gwen","lillia","0.4961",129
"jungle","gwen","karthus","0.5547",128
"jungle","gwen","olaf","0.6018",113
"jungle","gwen","amumu","0.5377",106
"jungle","gwen","gragas","0.4118",102
"jungle","gwen","shyvana","0.4694",98
"jungle","gwen","taliyah","0.4742",97
"jungle","gwen","trundle","0.4574",94
"jungle","gwen","jax","0.4583",72
"jungle","gwen","rengar","0.4912",57
"mid","gwen","sylas","0.5236",1016
"mid","gwen","zed","0.4494",928
"mid","gwen","yasuo","0.4674",905
"mid","gwen","akali","0.4701",736
"mid","gwen","katarina","0.5063",640
"mid","gwen","yone","0.4475",628
"mid","gwen","talon","0.5083",600
"mid","gwen","leblanc","0.4593",479
"mid","gwen","viego","0.5191",393
"mid","gwen","twistedfate","0.5078",384
"mid","gwen","qiyana","0.5093",377
"mid","gwen","xerath","0.5440",375
"mid","gwen","irelia","0.5108",325
"mid","gwen","pantheon","0.4188",320
"mid","gwen","vladimir","0.4331",314
"mid","gwen","lucian","0.4899",298
"mid","gwen","galio","0.5051",297
"mid","gwen","ahri","0.4043",277
"mid","gwen","fizz","0.5060",251
"mid","gwen","viktor","0.5000",250
"mid","gwen","anivia","0.4737",190
"mid","gwen","lux","0.5138",181
"mid","gwen","zoe","0.5141",177
"mid","gwen","orianna","0.5455",176
"mid","gwen","ekko","0.4798",173
"mid","gwen","sett","0.4518",166
"mid","gwen","diana","0.4663",163
"mid","gwen","renekton","0.5168",149
"mid","gwen","rumble","0.4014",147
"mid","gwen","ryze","0.5847",118
"mid","gwen","kassadin","0.4957",117
"mid","gwen","nocturne","0.5000",114
"mid","gwen","malzahar","0.4167",108
"mid","gwen","malphite","0.5243",103
"mid","gwen","syndra","0.4891",92
"mid","gwen","jayce","0.4691",81
"mid","gwen","garen","0.5625",80
"mid","gwen","tristana","0.5190",79
"mid","gwen","annie","0.3038",79
"mid","gwen","cassiopeia","0.4805",77
"mid","gwen","lissandra","0.5694",72
"mid","gwen","corki","0.4648",71
"mid","gwen","veigar","0.5286",70
"mid","gwen","kled","0.6154",65
"mid","gwen","neeko","0.4262",61
"mid","gwen","mordekaiser","0.3333",54
"top","gnar","sylas","0.4722",4551
"top","gnar","sett","0.5141",4398
"top","gnar","aatrox","0.4928",3908
"top","gnar","irelia","0.4831",2784
"top","gnar","renekton","0.5266",2721
"top","gnar","shen","0.4985",2301
"top","gnar","malphite","0.4677",2164
"top","gnar","jayce","0.5095",2100
"top","gnar","akali","0.4913",1948
"top","gnar","darius","0.4882",1657
"top","gnar","ornn","0.4729",1641
"top","gnar","leesin","0.4822",1632
"top","gnar","garen","0.5351",1525
"top","gnar","gwen","0.5189",1401
"top","gnar","mordekaiser","0.5016",1288
"top","gnar","fiora","0.4881",1256
"top","gnar","jax","0.5303",1156
"top","gnar","kennen","0.4963",1088
"top","gnar","volibear","0.5086",1050
"top","gnar","rumble","0.5146",1030
"top","gnar","vladimir","0.5184",1005
"top","gnar","riven","0.4745",999
"top","gnar","teemo","0.5140",967
"top","gnar","gangplank","0.5306",963
"top","gnar","wukong","0.4566",922
"top","gnar","kayle","0.5283",920
"top","gnar","nasus","0.4983",865
"top","gnar","sion","0.4929",850
"top","gnar","vayne","0.5419",836
"top","gnar","camille","0.5117",815
"top","gnar","poppy","0.4732",746
"top","gnar","urgot","0.4781",686
"top","gnar","kled","0.4861",683
"top","gnar","yasuo","0.4801",652
"top","gnar","lucian","0.5217",646
"top","gnar","maokai","0.4430",544
"top","gnar","tryndamere","0.5355",465
"top","gnar","illaoi","0.5110",454
"top","gnar","quinn","0.5034",437
"top","gnar","viego","0.5469",426
"top","gnar","ryze","0.5927",410
"top","gnar","cho'gath","0.5244",389
"top","gnar","rengar","0.5094",373
"top","gnar","kalista","0.4738",363
"top","gnar","nocturne","0.4750",360
"top","gnar","warwick","0.5216",347
"top","gnar","zac","0.4503",322
"top","gnar","dr.mundo","0.5142",317
"top","gnar","singed","0.5563",284
"top","gnar","yone","0.5360",278
"top","gnar","heimerdinger","0.5491",275
"top","gnar","yorick","0.4926",272
"top","gnar","trundle","0.5020",251
"top","gnar","pantheon","0.5087",230
"support","nami","lulu","0.5013",2250
"support","nami","thresh","0.4905",2210
"support","nami","senna","0.4874",1947
"support","nami","leona","0.4565",1470
"support","nami","xerath","0.4996",1391
"support","nami","lux","0.5028",1239
"support","nami","nautilus","0.4772",1228
"support","nami","blitzcrank","0.4515",1227
"support","nami","yuumi","0.4760",1082
"support","nami","alistar","0.4817",930
"support","nami","morgana","0.4723",811
"support","nami","pyke","0.5360",750
"support","nami","karma","0.5240",603
"support","nami","maokai","0.4856",451
"support","nami","soraka","0.5293",444
"support","nami","pantheon","0.4975",406
"support","nami","swain","0.5261",403
"support","nami","galio","0.4948",382
"support","nami","zyra","0.4480",375
"support","nami","seraphine","0.5326",353
"support","nami","brand","0.4391",353
"support","nami","sett","0.5764",347
"support","nami","rell","0.5457",328
"support","nami","zilean","0.4740",327
"support","nami","shaco","0.4684",316
"support","nami","janna","0.5000",276
"support","nami","rakan","0.5236",254
"support","nami","vel'koz","0.5000",246
"support","nami","bard","0.5502",229
"support","nami","sona","0.4940",166
"support","nami","braum","0.4397",141
"support","nami","neeko","0.5043",115
"support","nami","veigar","0.4231",104
"support","nami","shen","0.4796",98
"support","nami","gragas","0.5529",85
"support","nami","zac","0.5132",76
"support","nami","anivia","0.5616",73
"support","nami","poppy","0.6000",65
"support","nami","taric","0.5536",56
"top","nasus","sett","0.4961",2445
"top","nasus","sylas","0.4657",2259
"top","nasus","aatrox","0.4966",1790
"top","nasus","shen","0.4699",1711
"top","nasus","malphite","0.5283",1554
"top","nasus","renekton","0.5152",1353
"top","nasus","irelia","0.5767",1297
"top","nasus","garen","0.4771",1268
"top","nasus","akali","0.5343",1239
"top","nasus","darius","0.4960",1238
"top","nasus","mordekaiser","0.5005",1079
"top","nasus","ornn","0.4705",1052
"top","nasus","gwen","0.4898",1031
"top","nasus","leesin","0.4816",1003
"top","nasus","vayne","0.5310",902
"top","nasus","vladimir","0.5501",889
"top","nasus","kayle","0.5329",867
"top","nasus","gnar","0.5017",865
"top","nasus","teemo","0.5119",842
"top","nasus","fiora","0.5310",840
"top","nasus","jax","0.5025",790
"top","nasus","jayce","0.5411",767
"top","nasus","volibear","0.4745",725
"top","nasus","riven","0.4992",643
"top","nasus","kennen","0.5541",628
"top","nasus","rumble","0.5188",586
"top","nasus","gangplank","0.5663",581
"top","nasus","camille","0.5104",527
"top","nasus","sion","0.4866",485
"top","nasus","tryndamere","0.4864",405
"top","nasus","illaoi","0.5112",403
"top","nasus","wukong","0.5077",390
"top","nasus","urgot","0.5220",387
"top","nasus","poppy","0.5426",376
"top","nasus","lucian","0.5552",362
"top","nasus","kled","0.4756",349
"top","nasus","maokai","0.5031",326
"top","nasus","cho'gath","0.4950",301
"top","nasus","viego","0.5084",299
"top","nasus","yasuo","0.5636",291
"top","nasus","singed","0.4842",285
"top","nasus","quinn","0.5255",274
"top","nasus","ryze","0.5351",271
"top","nasus","zac","0.4981",269
"top","nasus","warwick","0.5568",264
"top","nasus","yorick","0.5496",262
"top","nasus","heimerdinger","0.5331",242
"top","nasus","dr.mundo","0.4701",234
"top","nasus","rengar","0.5000",216
"top","nasus","kalista","0.5867",196
"top","nasus","yone","0.5385",182
"top","nasus","trundle","0.4909",165
"top","nasus","nocturne","0.5309",162
"top","nasus","pantheon","0.4830",147
"support","nautilus","thresh","0.5037",14764
"support","nautilus","senna","0.4875",11806
"support","nautilus","leona","0.4608",10866
"support","nautilus","lulu","0.5159",10329
"support","nautilus","alistar","0.4770",8851
"support","nautilus","xerath","0.5180",8840
"support","nautilus","blitzcrank","0.4982",7350
"support","nautilus","lux","0.5199",6276
"support","nautilus","yuumi","0.5613",6253
"support","nautilus","pyke","0.5379",5033
"support","nautilus","morgana","0.5003",4447
"support","nautilus","karma","0.5565",3238
"support","nautilus","maokai","0.4927",3156
"support","nautilus","sett","0.5242",2766
"support","nautilus","galio","0.5147",2658
"support","nautilus","pantheon","0.5305",2554
"support","nautilus","swain","0.4821",2317
"support","nautilus","soraka","0.4984",2177
"support","nautilus","brand","0.5011",2175
"support","nautilus","rell","0.4956",2036
"support","nautilus","zyra","0.4813",1926
"support","nautilus","zilean","0.4865",1858
"support","nautilus","shaco","0.4736",1816
"support","nautilus","seraphine","0.5229",1639
"support","nautilus","rakan","0.5052",1548
"support","nautilus","janna","0.5261",1496
"support","nautilus","braum","0.5134",1416
"support","nautilus","vel'koz","0.5140",1362
"support","nautilus","bard","0.4947",1328
"support","nautilus","nami","0.5228",1228
"support","nautilus","sona","0.5239",815
"support","nautilus","shen","0.5025",806
"support","nautilus","taric","0.4726",675
"support","nautilus","veigar","0.5271",645
"support","nautilus","gragas","0.5042",591
"support","nautilus","neeko","0.5127",591
"support","nautilus","zac","0.4783",577
"support","nautilus","poppy","0.5096",520
"support","nautilus","anivia","0.5383",431
"top","nocturne","sett","0.4952",1032
"top","nocturne","aatrox","0.5301",896
"top","nocturne","sylas","0.5342",818
"top","nocturne","irelia","0.5844",758
"top","nocturne","renekton","0.5444",665
"top","nocturne","shen","0.5068",515
"top","nocturne","akali","0.5886",508
"top","nocturne","leesin","0.5091",495
"top","nocturne","jayce","0.5877",405
"top","nocturne","gwen","0.5411",377
"top","nocturne","darius","0.5355",366
"top","nocturne","gnar","0.5250",360
"top","nocturne","malphite","0.5205",342
"top","nocturne","fiora","0.4756",328
"top","nocturne","mordekaiser","0.4984",317
"top","nocturne","jax","0.4595",296
"top","nocturne","garen","0.4655",290
"top","nocturne","volibear","0.4982",283
"top","nocturne","ornn","0.4558",283
"top","nocturne","riven","0.4656",247
"top","nocturne","kayle","0.4958",238
"top","nocturne","vladimir","0.5494",233
"top","nocturne","teemo","0.5455",220
"top","nocturne","rumble","0.5253",217
"top","nocturne","camille","0.4798",198
"top","nocturne","kennen","0.5054",184
"top","nocturne","wukong","0.5110",182
"top","nocturne","sion","0.5568",176
"top","nocturne","vayne","0.5673",171
"top","nocturne","gangplank","0.5244",164
"top","nocturne","nasus","0.4691",162
"top","nocturne","poppy","0.5290",155
"top","nocturne","tryndamere","0.5344",131
"top","nocturne","urgot","0.4741",116
"top","nocturne","kled","0.5391",115
"top","nocturne","lucian","0.5221",113
"top","nocturne","viego","0.5545",110
"top","nocturne","illaoi","0.5644",101
"top","nocturne","warwick","0.4286",98
"top","nocturne","rengar","0.5426",94
"top","nocturne","ryze","0.6452",93
"top","nocturne","yasuo","0.5618",89
"top","nocturne","dr.mundo","0.5270",74
"top","nocturne","heimerdinger","0.5541",74
"top","nocturne","zac","0.4110",73
"top","nocturne","quinn","0.6000",70
"top","nocturne","cho'gath","0.5147",68
"top","nocturne","maokai","0.5821",67
"top","nocturne","kalista","0.7031",64
"top","nocturne","pantheon","0.4167",60
"top","nocturne","yorick","0.5614",57
"top","nocturne","yone","0.6786",56
"top","nocturne","trundle","0.5385",52
"jungle","nocturne","leesin","0.5071",12359
"jungle","nocturne","rumble","0.5228",4384
"jungle","nocturne","morgana","0.4887",3976
