"Line","Champion","VsChampion","VsWinRate","VsTotalPlayed"
"top","monkeyking","warwick","0.5399",213
"top","monkeyking","ryze","0.6250",208
"top","monkeyking","cho'gath","0.4806",206
"top","monkeyking","yasuo","0.5340",206
"top","monkeyking","zac","0.5628",199
"top","monkeyking","nocturne","0.4890",182
"top","monkeyking","dr.mundo","0.4759",166
"top","monkeyking","heimerdinger","0.4774",155
"top","monkeyking","yone","0.5315",143
"top","monkeyking","trundle","0.5672",134
"top","monkeyking","singed","0.4922",128
"top","monkeyking","yorick","0.5333",120
"top","monkeyking","pantheon","0.5333",105
"jungle","monkeyking","leesin","0.5017",1212
"jungle","monkeyking","rumble","0.4690",435
"jungle","monkeyking","elise","0.5118",422
"jungle","monkeyking","kindred","0.5364",412
"jungle","monkeyking","viego","0.5260",384
"jungle","monkeyking","shaco","0.5302",381
"jungle","monkeyking","diana","0.5308",373
"jungle","monkeyking","nidalee","0.4960",371
"jungle","monkeyking","morgana","0.4670",364
"jungle","monkeyking","kayn","0.5391",358
"jungle","monkeyking","masteryi","0.5864",295
"jungle","monkeyking","xinzhao","0.4875",279
"jungle","monkeyking","nocturne","0.5438",274
"jungle","monkeyking","graves","0.5125",240
"jungle","monkeyking","ekko","0.5169",236
"jungle","monkeyking","kha'zix","0.5000",200
"jungle","monkeyking","nunu&willump","0.4375",176
"jungle","monkeyking","zac","0.4743",175
"jungle","monkeyking","evelynn","0.4474",152
"jungle","monkeyking","rammus","0.4851",134
"jungle","monkeyking","warwick","0.4848",132
"jungle","monkeyking","poppy","0.4958",119
"jungle","monkeyking","jarvaniv","0.4685",111
"jungle","monkeyking","udyr","0.6571",105
"jungle","monkeyking","fiddlesticks","0.4190",105
"jungle","monkeyking","rek'sai","0.5385",104
"jungle","monkeyking","hecarim","0.5745",94
"jungle","monkeyking","vi","0.6196",92
"jungle","monkeyking","volibear","0.5185",81
"jungle","monkeyking","sejuani","0.3714",70
"jungle","monkeyking","olaf","0.5362",69
"jungle","monkeyking","amumu","0.4848",66
"jungle","monkeyking","taliyah","0.4355",62
"jungle","monkeyking","lillia","0.4737",57
"jungle","monkeyking","karthus","0.3818",55
"jungle","monkeyking","trundle","0.6275",51
"jungle","monkeyking","shyvana","0.4400",50
"mid","monkeyking","zed","0.5347",750
"mid","monkeyking","yasuo","0.5525",505
"mid","monkeyking","sylas","0.5427",363
"mid","monkeyking","akali","0.5779",353
"mid","monkeyking","katarina","0.5145",344
"mid","monkeyking","yone","0.5030",330
"mid","monkeyking","talon","0.5714",329
"mid","monkeyking","leblanc","0.4931",217
"mid","monkeyking","lucian","0.5561",205
"mid","monkeyking","twistedfate","0.5348",187
"mid","monkeyking","viego","0.5269",186
"mid","monkeyking","xerath","0.4570",186
"mid","monkeyking","qiyana","0.5419",179
"mid","monkeyking","irelia","0.5783",166
"mid","monkeyking","pantheon","0.4780",159
"mid","monkeyking","viktor","0.5324",139
"mid","monkeyking","vladimir","0.4889",135
"mid","monkeyking","galio","0.5896",134
"mid","monkeyking","fizz","0.4959",121
"mid","monkeyking","ahri","0.4474",114
"mid","monkeyking","anivia","0.4659",88
"mid","monkeyking","diana","0.5172",87
"mid","monkeyking","ekko","0.5714",84
"mid","monkeyking","zoe","0.4699",83
"mid","monkeyking","sett","0.4932",73
"mid","monkeyking","orianna","0.6250",72
"mid","monkeyking","lux","0.4571",70
"mid","monkeyking","rumble","0.5156",64
"mid","monkeyking","jayce","0.4426",61
"mid","monkeyking","malphite","0.4717",53
"mid","monkeyking","ryze","0.5283",53
"mid","monkeyking","renekton","0.3846",52
"mid","monkeyking","tristana","0.5192",52
"mid","monkeyking","kassadin","0.6000",50
"top","ornn","sett","0.5205",4941
"top","ornn","sylas","0.5103",4691
"top","ornn","aatrox","0.5262",4213
"top","ornn","shen","0.4863",3021
"top","ornn","renekton","0.5630",3000
"top","ornn","mordekaiser","0.4945",2536
"top","ornn","darius","0.5428",2196
"top","ornn","irelia","0.5662",2047
"top","ornn","akali","0.5389",2017
"top","ornn","malphite","0.5423",1975
"top","ornn","gwen","0.5316",1723
"top","ornn","jayce","0.5584",1694
"top","ornn","garen","0.5024",1682
"top","ornn","leesin","0.5298",1680
"top","ornn","gnar","0.5271",1641
"top","ornn","fiora","0.5224",1633
"top","ornn","vayne","0.5477",1362
"top","ornn","volibear","0.5237",1310
"top","ornn","jax","0.5463",1274
"top","ornn","kayle","0.5147",1224
"top","ornn","riven","0.4761",1191
"top","ornn","teemo","0.5192",1117
"top","ornn","nasus","0.5295",1052
"top","ornn","vladimir","0.5627",1045
"top","ornn","camille","0.5262",994
"top","ornn","rumble","0.5486",977
"top","ornn","kennen","0.4988",848
"top","ornn","sion","0.5218",824
"top","ornn","gangplank","0.5558",788
"top","ornn","wukong","0.5342",745
"top","ornn","kled","0.4885",741
"top","ornn","poppy","0.4844",739
"top","ornn","illaoi","0.5150",666
"top","ornn","urgot","0.5517",638
"top","ornn","lucian","0.5623",594
"top","ornn","viego","0.5463",518
"top","ornn","cho'gath","0.4942",516
"top","ornn","yasuo","0.5167",509
"top","ornn","tryndamere","0.5365",507
"top","ornn","maokai","0.5020",490
"top","ornn","quinn","0.6048",463
"top","ornn","warwick","0.5385",442
"top","ornn","rengar","0.5381",433
"top","ornn","zac","0.5288",416
"top","ornn","ryze","0.5867",392
"top","ornn","dr.mundo","0.5302",381
"top","ornn","singed","0.4831",354
"top","ornn","heimerdinger","0.5449",323
"top","ornn","yone","0.5272",313
"top","ornn","kalista","0.5705",312
"top","ornn","nocturne","0.5442",283
"top","ornn","trundle","0.5504",278
"top","ornn","yorick","0.4926",270
"top","ornn","pantheon","0.4974",195
"mid","orianna","sylas","0.4906",2719
"mid","orianna","zed","0.4722",2173
"mid","orianna","yasuo","0.4671",1901
"mid","orianna","akali","0.4902",1732
"mid","orianna","yone","0.4568",1609
"mid","orianna","leblanc","0.4684",1550
"mid","orianna","katarina","0.4517",1492
"mid","orianna","talon","0.4569",1335
"mid","orianna","viktor","0.4463",1284
"mid","orianna","xerath","0.4379",1224
"mid","orianna","twistedfate","0.4658",1097
"mid","orianna","lucian","0.5145",1069
"mid","orianna","qiyana","0.4903",930
"mid","orianna","ahri","0.4512",922
"mid","orianna","irelia","0.5044",900
"mid","orianna","viego","0.4982",813
"mid","orianna","vladimir","0.5000",782
"mid","orianna","pantheon","0.5175",771
"mid","orianna","galio","0.4740",751
"mid","orianna","zoe","0.4568",648
"mid","orianna","anivia","0.4846",617
"mid","orianna","fizz","0.4545",583
"mid","orianna","lux","0.4597",559
"mid","orianna","ekko","0.4237",524
"mid","orianna","diana","0.4314",459
"mid","orianna","syndra","0.4918",425
"mid","orianna","ryze","0.4623",385
"mid","orianna","rumble","0.4642",377
"mid","orianna","malzahar","0.4158",368
"mid","orianna","kassadin","0.4591",342
"mid","orianna","sett","0.5000",292
"mid","orianna","cassiopeia","0.4558",283
"mid","orianna","nocturne","0.4737",266
"mid","orianna","tristana","0.4415",265
"mid","orianna","lissandra","0.4883",256
"mid","orianna","corki","0.4735",245
"mid","orianna","malphite","0.4713",244
"mid","orianna","veigar","0.5417",240
"mid","orianna","annie","0.4832",238
"mid","orianna","jayce","0.4762",231
"mid","orianna","neeko","0.4449",227
"mid","orianna","renekton","0.5045",224
"mid","orianna","azir","0.4974",189
"mid","orianna","gwen","0.4545",176
"mid","orianna","nunu&willump","0.4681",141
"mid","orianna","garen","0.5242",124
"mid","orianna","aurelionsol","0.4821",112
"mid","orianna","cho'gath","0.4404",109
"mid","orianna","kled","0.4356",101
"mid","orianna","riven","0.5269",93
"mid","orianna","zac","0.2935",92
"mid","orianna","mordekaiser","0.4889",90
"mid","orianna","camille","0.5270",74
"mid","orianna","wukong","0.3750",72
"mid","orianna","sion","0.4655",58
"jungle","olaf","leesin","0.4801",4114
"jungle","olaf","morgana","0.4253",1326
"jungle","olaf","elise","0.4795",1268
"jungle","olaf","rumble","0.4834",1086
"jungle","olaf","diana","0.5105",1001
"jungle","olaf","kindred","0.4568",926
"jungle","olaf","viego","0.4900",900
"jungle","olaf","xinzhao","0.5188",877
"jungle","olaf","kayn","0.4537",820
"jungle","olaf","shaco","0.5043",809
"jungle","olaf","nidalee","0.4870",772
"jungle","olaf","nocturne","0.4725",637
"jungle","olaf","graves","0.5500",560
"jungle","olaf","masteryi","0.4696",560
"jungle","olaf","zac","0.4404",495
"jungle","olaf","ekko","0.4970",493
"jungle","olaf","nunu&willump","0.5022",448
"jungle","olaf","kha'zix","0.4840",438
"jungle","olaf","warwick","0.5086",405
"jungle","olaf","fiddlesticks","0.4988",405
"jungle","olaf","poppy","0.5057",348
"jungle","olaf","evelynn","0.5043",347
"jungle","olaf","rek'sai","0.4748",337
"jungle","olaf","rammus","0.5138",327
"jungle","olaf","udyr","0.5000",264
"jungle","olaf","vi","0.5381",223
"jungle","olaf","hecarim","0.5955",220
"jungle","olaf","jarvaniv","0.4929",211
"jungle","olaf","volibear","0.4519",208
"jungle","olaf","amumu","0.5455",198
"jungle","olaf","sejuani","0.4456",193
"jungle","olaf","trundle","0.4534",161
"jungle","olaf","lillia","0.4843",159
"jungle","olaf","karthus","0.5033",151
"jungle","olaf","gragas","0.5137",146
"jungle","olaf","taliyah","0.4531",128
"jungle","olaf","gwen","0.3982",113
"jungle","olaf","jax","0.5463",108
"jungle","olaf","shyvana","0.4057",106
"jungle","olaf","rengar","0.5962",104
"jungle","olaf","wukong","0.4638",69
"jungle","olaf","ivern","0.5224",67
"top","yone","sylas","0.4933",977
"top","yone","sett","0.4213",921
"top","yone","aatrox","0.4854",789
"top","yone","akali","0.5318",551
"top","yone","renekton","0.4610",525
"top","yone","shen","0.4520",500
"top","yone","irelia","0.4969",485
"top","yone","malphite","0.4836",397
"top","yone","gwen","0.5232",367
"top","yone","mordekaiser","0.5055",362
"top","yone","leesin","0.4303",323
"top","yone","darius","0.4606",317
"top","yone","garen","0.4873",314
"top","yone","ornn","0.4728",313
"top","yone","jayce","0.4754",305
"top","yone","kayle","0.4517",290
"top","yone","gnar","0.4640",278
"top","yone","fiora","0.4664",268
"top","yone","vladimir","0.5076",264
"top","yone","jax","0.4076",238
"top","yone","teemo","0.4649",228
"top","yone","rumble","0.5263",228
"top","yone","riven","0.4089",225
"top","yone","volibear","0.5134",224
"top","yone","kennen","0.4824",199
"top","yone","nasus","0.4615",182
"top","yone","camille","0.4693",179
"top","yone","gangplank","0.5730",178
"top","yone","vayne","0.5000",178
"top","yone","yasuo","0.4826",172
"top","yone","lucian","0.5749",167
"top","yone","sion","0.4214",159
"top","yone","wukong","0.4685",143
"top","yone","viego","0.5108",139
"top","yone","ryze","0.5462",119
"top","yone","urgot","0.4188",117
"top","yone","poppy","0.5089",112
"top","yone","kled","0.4091",110
"top","yone","illaoi","0.5327",107
"top","yone","heimerdinger","0.5686",102
"top","yone","tryndamere","0.4948",97
"top","yone","warwick","0.4948",97
"top","yone","maokai","0.4842",95
"top","yone","cho'gath","0.4494",89
"top","yone","kalista","0.4444",81
"top","yone","zac","0.5185",81
"top","yone","quinn","0.5063",79
"top","yone","yorick","0.6081",74
"top","yone","rengar","0.3857",70
"top","yone","pantheon","0.4737",57
"top","yone","nocturne","0.3214",56
"top","yone","dr.mundo","0.5000",56
"top","yone","singed","0.4038",52
"mid","yone","sylas","0.4921",7988
"mid","yone","yasuo","0.4909",7601
"mid","yone","akali","0.5095",6716
"mid","yone","zed","0.4633",6273
"mid","yone","katarina","0.4918",5037
"mid","yone","talon","0.4918",4793
"mid","yone","leblanc","0.4821",4159
"mid","yone","xerath","0.4864",3234
"mid","yone","viego","0.4871",3147
"mid","yone","pantheon","0.4728",2923
"mid","yone","twistedfate","0.4969",2920
"mid","yone","lucian","0.5159",2675
"mid","yone","qiyana","0.5017",2663
"mid","yone","irelia","0.5375",2614
"mid","yone","viktor","0.4961",2574
"mid","yone","ahri","0.4896",2463
"mid","yone","vladimir","0.5006",2451
"mid","yone","galio","0.5107",2097
"mid","yone","zoe","0.5450",1890
"mid","yone","fizz","0.4858",1731
"mid","yone","lux","0.4930",1639
"mid","yone","orianna","0.5432",1609
"mid","yone","anivia","0.4698",1605
"mid","yone","renekton","0.4842",1452
"mid","yone","ekko","0.5014",1418
"mid","yone","diana","0.5064",1398
"mid","yone","sett","0.4736",1212
"mid","yone","malphite","0.4835",1154
"mid","yone","rumble","0.4876",1126
"mid","yone","ryze","0.5545",1019
"mid","yone","malzahar","0.5052",966
"mid","yone","syndra","0.5406",875
"mid","yone","annie","0.4539",824
"mid","yone","nocturne","0.4672",822
"mid","yone","kassadin","0.5491",794
"mid","yone","tristana","0.4646",693
"mid","yone","lissandra","0.5130",690
"mid","yone","veigar","0.5023",651
"mid","yone","jayce","0.4992",651
"mid","yone","neeko","0.4900",651
"mid","yone","cassiopeia","0.5324",648
"mid","yone","gwen","0.5525",628
"mid","yone","corki","0.4984",616
"mid","yone","garen","0.4918",608
"mid","yone","azir","0.5527",465
"mid","yone","riven","0.4624",452
"mid","yone","mordekaiser","0.5038",393
"mid","yone","nunu&willump","0.5627",343
"mid","yone","cho'gath","0.4673",336
"mid","yone","wukong","0.4970",330
"mid","yone","kled","0.4486",321
"mid","yone","aurelionsol","0.4566",311
"mid","yone","camille","0.4389",303
"mid","yone","zac","0.4930",286
"mid","yone","sion","0.4405",227
"top","yorick","sett","0.4753",850
"top","yorick","aatrox","0.5229",765
"top","yorick","sylas","0.4760",584
"top","yorick","shen","0.4316",563
"top","yorick","mordekaiser","0.4602",515
"top","yorick","darius","0.5421",463
"top","yorick","renekton","0.5037",407
"top","yorick","irelia","0.4321",405
"top","yorick","jayce","0.5181",359
"top","yorick","akali","0.5170",352
"top","yorick","gwen","0.4567",335
"top","yorick","leesin","0.5242",330
"top","yorick","malphite","0.5110",319
"top","yorick","jax","0.4437",311
"top","yorick","garen","0.4886",307
"top","yorick","volibear","0.3823",293
"top","yorick","fiora","0.5086",291
"top","yorick","vladimir","0.6034",290
"top","yorick","gnar","0.5074",272
"top","yorick","ornn","0.5074",270
"top","yorick","nasus","0.4504",262
"top","yorick","teemo","0.5136",257
"top","yorick","rumble","0.5381",223
"top","yorick","kayle","0.4860",214
"top","yorick","vayne","0.5376",186
"top","yorick","riven","0.4581",179
"top","yorick","gangplank","0.5398",176
"top","yorick","kennen","0.5031",163
"top","yorick","urgot","0.4069",145
"top","yorick","sion","0.5214",140
"top","yorick","camille","0.5303",132
"top","yorick","lucian","0.5276",127
"top","yorick","illaoi","0.6190",126
"top","yorick","wukong","0.4667",120
"top","yorick","maokai","0.4286",119
"top","yorick","tryndamere","0.4397",116
"top","yorick","poppy","0.4912",114
"top","yorick","kled","0.4907",108
"top","yorick","viego","0.4455",101
"top","yorick","yasuo","0.4526",95
"top","yorick","cho'gath","0.4578",83
"top","yorick","warwick","0.5000",82
"top","yorick","zac","0.3684",76
"top","yorick","ryze","0.6316",76
"top","yorick","rengar","0.5811",74
"top","yorick","yone","0.3919",74
"top","yorick","quinn","0.5342",73
"top","yorick","trundle","0.4795",73
"top","yorick","dr.mundo","0.5479",73
"top","yorick","heimerdinger","0.4848",66
"top","yorick","kalista","0.4677",62
"top","yorick","nocturne","0.4386",57
"jungle","udyr","leesin","0.4988",4828
"jungle","udyr","rumble","0.5067",1644
"jungle","udyr","diana","0.5167",1351
"jungle","udyr","viego","0.5235",1341
"jungle","udyr","kindred","0.4678",1319
"jungle","udyr","elise","0.4592",1298
"jungle","udyr","morgana","0.4318",1283
"jungle","udyr","nidalee","0.5172",1193
"jungle","udyr","shaco","0.4775",1154
"jungle","udyr","kayn","0.4596",1140
"jungle","udyr","xinzhao","0.4718",1030
"jungle","udyr","masteryi","0.5494",932
"jungle","udyr","nocturne","0.4930",856
"jungle","udyr","graves","0.5469",799
"jungle","udyr","ekko","0.5053",748
"jungle","udyr","nunu&willump","0.4374",615
"jungle","udyr","kha'zix","0.5008",605
"jungle","udyr","zac","0.4649",555
"jungle","udyr","evelynn","0.4883",512
"jungle","udyr","warwick","0.4342",479
"jungle","udyr","rammus","0.5061",411
"jungle","udyr","poppy","0.5407",405
"jungle","udyr","fiddlesticks","0.4947",376
"jungle","udyr","rek'sai","0.5054",370
"jungle","udyr","volibear","0.4511",348
"jungle","udyr","jarvaniv","0.4861",323
"jungle","udyr","hecarim","0.5016",311
"jungle","udyr","sejuani","0.4498",269
"jungle","udyr","olaf","0.5000",264
"jungle","udyr","karthus","0.4981",259
"jungle","udyr","lillia","0.5581",258
"jungle","udyr","vi","0.4375",256
"jungle","udyr","amumu","0.4378",201
"jungle","udyr","trundle","0.4677",186
"jungle","udyr","taliyah","0.4541",185
"jungle","udyr","shyvana","0.4854",171
"jungle","udyr","gragas","0.5000",156
"jungle","udyr","gwen","0.4744",156
"jungle","udyr","jax","0.5070",142
"jungle","udyr","rengar","0.5802",131
"jungle","udyr","wukong","0.3429",105
"jungle","udyr","ivern","0.3924",79
"top","urgot","sett","0.4735",2019
"top","urgot","aatrox","0.4872",1882
"top","urgot","sylas","0.5474",1560
"top","urgot","renekton","0.5270",1036
"top","urgot","shen","0.4728",975
"top","urgot","akali","0.5413",944
"top","urgot","irelia","0.5503",934
"top","urgot","mordekaiser","0.4863",913
"top","urgot","darius","0.5311",885
"top","urgot","leesin","0.5255",805
"top","urgot","malphite","0.4523",796
"top","urgot","gwen","0.5392",790
"top","urgot","garen","0.4890",771
"top","urgot","gnar","0.5219",686
"top","urgot","fiora","0.5030",670
"top","urgot","jayce","0.5196",662
"top","urgot","jax","0.5262",648
"top","urgot","ornn","0.4483",638
"top","urgot","volibear","0.4767",537
"top","urgot","riven","0.4820",529
"top","urgot","kayle","0.4947",469
"top","urgot","vayne","0.4947",469
"top","urgot","camille","0.5111",407
"top","urgot","gangplank","0.5113",399
"top","urgot","vladimir","0.5165",393
"top","urgot","nasus","0.4780",387
"top","urgot","sion","0.4462",381
"top","urgot","teemo","0.4789",380
"top","urgot","rumble","0.5227",375
"top","urgot","kennen","0.5127",355
"top","urgot","wukong","0.4781",343
"top","urgot","kled","0.4913",289
"top","urgot","illaoi","0.4618",288
"top","urgot","poppy","0.4441",286
"top","urgot","rengar","0.5500",280
"top","urgot","tryndamere","0.5154",227
"top","urgot","lucian","0.5752",226
"top","urgot","warwick","0.5094",212
"top","urgot","maokai","0.4774",199
"top","urgot","yasuo","0.4918",183
"top","urgot","viego","0.5055",182
"top","urgot","ryze","0.5562",178
"top","urgot","cho'gath","0.5298",168
"top","urgot","zac","0.4286",161
"top","urgot","dr.mundo","0.4528",159
"top","urgot","singed","0.6013",158
"top","urgot","quinn","0.5490",153
"top","urgot","trundle","0.6000",150
"top","urgot","yorick","0.5931",145
"top","urgot","heimerdinger","0.4412",136
"top","urgot","kalista","0.6515",132
"top","urgot","yone","0.5812",117
"top","urgot","nocturne","0.5259",116
"top","urgot","pantheon","0.5349",86
"top","warwick","sett","0.5118",1659
"top","warwick","aatrox","0.5212",1153
"top","warwick","sylas","0.5458",1026
"top","warwick","renekton","0.5669",905
"top","warwick","irelia","0.5748",729
"top","warwick","darius","0.4955",666
"top","warwick","shen","0.4572",643
"top","warwick","akali","0.5330",606
"top","warwick","mordekaiser","0.5403",583
"top","warwick","gwen","0.5258",561
"top","warwick","fiora","0.5029",523
"top","warwick","leesin","0.5153",522
"top","warwick","malphite","0.5129",505
"top","warwick","garen","0.4679",468
"top","warwick","ornn","0.4615",442
"top","warwick","jayce","0.5630",405
"top","warwick","volibear","0.5199",402
"top","warwick","jax","0.5038",397
"top","warwick","riven","0.4426",357
"top","warwick","gnar","0.4784",347
"top","warwick","kayle","0.4272",302
"top","warwick","rumble","0.4983",293
"top","warwick","vladimir","0.5017",287
"top","warwick","vayne","0.4888",268
"top","warwick","nasus","0.4432",264
"top","warwick","tryndamere","0.6236",263
"top","warwick","camille","0.5219",251
"top","warwick","teemo","0.4553",246
"top","warwick","poppy","0.4874",238
"top","warwick","gangplank","0.5780",218
"top","warwick","wukong","0.4601",213
"top","warwick","urgot","0.4906",212
"top","warwick","kled","0.4787",211
"top","warwick","sion","0.4975",201
"top","warwick","kennen","0.4897",194
"top","warwick","illaoi","0.5249",181
"top","warwick","viego","0.5839",161
"top","warwick","maokai","0.4861",144
"top","warwick","rengar","0.5175",143
"top","warwick","lucian","0.5282",142
"top","warwick","cho'gath","0.5120",125
"top","warwick","yasuo","0.5000",124
"top","warwick","zac","0.4779",113
"top","warwick","trundle","0.4636",110
"top","warwick","quinn","0.5091",110
"top","warwick","nocturne","0.5714",98
"top","warwick","dr.mundo","0.4639",97
"top","warwick","yone","0.5052",97
"top","warwick","kalista","0.6322",87
"top","warwick","yorick","0.5000",82
"top","warwick","singed","0.4744",78
"top","warwick","ryze","0.4805",77
"top","warwick","heimerdinger","0.3188",69
"top","warwick","pantheon","0.6111",54
"jungle","warwick","leesin","0.5208",6916
"jungle","warwick","rumble","0.5469",2311
"jungle","warwick","diana","0.5487",1981
"jungle","warwick","elise","0.4913",1901
"jungle","warwick","viego","0.5297",1886
"jungle","warwick","kindred","0.5014",1799
"jungle","warwick","morgana","0.4747",1736
"jungle","warwick","kayn","0.4887",1727
"jungle","warwick","shaco","0.4837",1623
"jungle","warwick","xinzhao","0.5355",1522
"jungle","warwick","masteryi","0.5696",1515
"jungle","warwick","nidalee","0.5500",1451
"jungle","warwick","nocturne","0.5060",1324
"jungle","warwick","graves","0.5732",1127
"jungle","warwick","ekko","0.5044",1033
"jungle","warwick","kha'zix","0.5080",939
"jungle","warwick","zac","0.4754",936
"jungle","warwick","nunu&willump","0.5278",845
"jungle","warwick","evelynn","0.5014",698
"jungle","warwick","poppy","0.5379",660
"jungle","warwick","rammus","0.4983",580
"jungle","warwick","fiddlesticks","0.4842",537
"jungle","warwick","udyr","0.5658",479
"jungle","warwick","volibear","0.5052",477
"jungle","warwick","rek'sai","0.5381",459
"jungle","warwick","jarvaniv","0.5200",425
"jungle","warwick","hecarim","0.5569",413
"jungle","warwick","olaf","0.4914",405
"jungle","warwick","vi","0.5774",381
"jungle","warwick","amumu","0.5074",337
"jungle","warwick","sejuani","0.5244",328
"jungle","warwick","karthus","0.4939",326
"jungle","warwick","trundle","0.4598",311
"jungle","warwick","lillia","0.5776",303
"jungle","warwick","shyvana","0.5821",268
"jungle","warwick","gwen","0.5397",252
"jungle","warwick","gragas","0.5397",252
"jungle","warwick","jax","0.5542",240
"jungle","warwick","taliyah","0.4553",235
"jungle","warwick","rengar","0.5541",148
"jungle","warwick","wukong","0.5152",132
"jungle","warwick","ivern","0.5048",105
"support","yuumi","thresh","0.4540",8885
"support","yuumi","senna","0.4620",8786
"support","yuumi","lulu","0.4807",8587
"support","yuumi","leona","0.4377",6628
"support","yuumi","xerath","0.5129",6422
"support","yuumi","nautilus","0.4387",6253
"support","yuumi","blitzcrank","0.4643",5488
"support","yuumi","lux","0.4959",5437
"support","yuumi","alistar","0.4527",4831
"support","yuumi","pyke","0.4961",3590
"support","yuumi","morgana","0.5060",3522
"support","yuumi","karma","0.5239",2556
"support","yuumi","pantheon","0.4806",2474
"support","yuumi","maokai","0.4631",2181
"support","yuumi","soraka","0.5146",2124
"support","yuumi","swain","0.4989",1832
"support","yuumi","galio","0.4922",1790
"support","yuumi","zyra","0.4653",1771
"support","yuumi","shaco","0.4874",1588
"support","yuumi","brand","0.5180",1583
"support","yuumi","sett","0.5233",1565
"support","yuumi","seraphine","0.5366",1476
"support","yuumi","zilean","0.4651",1434
"support","yuumi","rell","0.4945",1284
"support","yuumi","rakan","0.4670",1150
"support","yuumi","nami","0.5240",1082
"support","yuumi","bard","0.4762",1050
"support","yuumi","janna","0.4595",1001
"support","yuumi","vel'koz","0.5321",934
"support","yuumi","sona","0.5036",693
"support","yuumi","braum","0.4052",617
"support","yuumi","veigar","0.4794",534
"support","yuumi","neeko","0.5262",534
"support","yuumi","shen","0.4951",511
"support","yuumi","zac","0.4234",411
"support","yuumi","gragas","0.4617",405
"support","yuumi","poppy","0.4729",332
"support","yuumi","anivia","0.4903",308
"support","yuumi","taric","0.4549",255
"top","irelia","sett","0.4300",7616
"top","irelia","aatrox","0.4784",7139
"top","irelia","sylas","0.4622",6554
"top","irelia","renekton","0.4655",4395
"top","irelia","akali","0.4855",3994
"top","irelia","jayce","0.5008",3546
"top","irelia","shen","0.4391",3380
"top","irelia","fiora","0.4572",3244
"top","irelia","darius","0.5016",3124
"top","irelia","malphite","0.4400",2841
"top","irelia","gnar","0.5169",2784
"top","irelia","gwen","0.4864",2718
"top","irelia","jax","0.4174",2695
"top","irelia","leesin","0.4510",2685
"top","irelia","garen","0.4481",2602
"top","irelia","mordekaiser","0.4659",2331
"top","irelia","riven","0.4160",2137
"top","irelia","volibear","0.4125",2092
"top","irelia","ornn","0.4338",2047
"top","irelia","kayle","0.4935",1759
"top","irelia","vladimir","0.5050",1699
"top","irelia","rumble","0.5310",1567
"top","irelia","teemo","0.4931",1531
"top","irelia","kennen","0.4922",1404
"top","irelia","vayne","0.4807",1400
"top","irelia","camille","0.4648",1351
"top","irelia","nasus","0.4233",1297
"top","irelia","wukong","0.4321",1296
"top","irelia","gangplank","0.5210",1190
"top","irelia","lucian","0.5412",1142
"top","irelia","poppy","0.4252",1056
"top","irelia","kled","0.4325",941
"top","irelia","urgot","0.4497",934
"top","irelia","sion","0.4303",925
"top","irelia","yasuo","0.4610",859
"top","irelia","tryndamere","0.4591",843
"top","irelia","viego","0.4859",815
"top","irelia","nocturne","0.4156",758
"top","irelia","illaoi","0.5128",745
"top","irelia","warwick","0.4252",729
"top","irelia","ryze","0.5627",718
"top","irelia","maokai","0.4368",712
"top","irelia","rengar","0.4915",649
"top","irelia","kalista","0.5400",600
"top","irelia","quinn","0.5034",588
"top","irelia","zac","0.4291",578
"top","irelia","cho'gath","0.4650",572
"top","irelia","yone","0.5031",485
"top","irelia","heimerdinger","0.5053",475
"top","irelia","dr.mundo","0.4722",449
"top","irelia","singed","0.4263",441
"top","irelia","trundle","0.4518",425
"top","irelia","yorick","0.5679",405
"top","irelia","pantheon","0.4207",347
"mid","irelia","zed","0.4845",4921
"mid","irelia","sylas","0.4480",4417
"mid","irelia","akali","0.4530",3333
"mid","irelia","yasuo","0.4490",3276
"mid","irelia","katarina","0.4448",2725
"mid","irelia","yone","0.4625",2614
"mid","irelia","talon","0.4619",2557
"mid","irelia","leblanc","0.4692",2270
"mid","irelia","viego","0.4576",1615
"mid","irelia","xerath","0.4667",1590
"mid","irelia","viktor","0.4544",1479
"mid","irelia","qiyana","0.4884",1468
"mid","irelia","lucian","0.5250",1459
"mid","irelia","twistedfate","0.4696",1431
"mid","irelia","pantheon","0.4629",1389
"mid","irelia","vladimir","0.4789",1211
"mid","irelia","ahri","0.4689",1205
"mid","irelia","galio","0.4475",1066
"mid","irelia","zoe","0.5085",944
"mid","irelia","orianna","0.4956",900
"mid","irelia","anivia","0.4447",886
"mid","irelia","sett","0.4082",882
"mid","irelia","fizz","0.4550",866
"mid","irelia","lux","0.4715",736
"mid","irelia","diana","0.4313",735
"mid","irelia","ekko","0.4593",675
"mid","irelia","renekton","0.4395",669
"mid","irelia","rumble","0.4849",664
"mid","irelia","malzahar","0.4706",595
"mid","irelia","nocturne","0.4149",564
"mid","irelia","malphite","0.4121",546
"mid","irelia","ryze","0.5674",534
"mid","irelia","syndra","0.5145",517
"mid","irelia","kassadin","0.4858",457
"mid","irelia","jayce","0.4586",423
"mid","irelia","garen","0.4122",410
"mid","irelia","lissandra","0.4931",361
"mid","irelia","cassiopeia","0.4262",359
"mid","irelia","corki","0.4645",338
"mid","irelia","veigar","0.4418",335
"mid","irelia","gwen","0.4892",325
"mid","irelia","annie","0.4069",317
"mid","irelia","neeko","0.4413",315
"mid","irelia","tristana","0.5102",294
"mid","irelia","azir","0.4892",278
